Trip_ID,Driver_ID,Vehicle_ID,Trip_Date,trip_duration_min,trip_distance_km,avg_speed_kmph,max_speed_kmph,min_speed_kmph,speed_std_kmph,speed_range_kmph,harsh_accel_events,harsh_brake_events,harsh_event_rate_per_10min,speed_delta_mean_kmph,stop_count,stop_duration_min,moving_time_min,telemetry_flagged_minute_pct,any_trip_quality_flag,flag_overlap_driver,flag_overlap_vehicle,flag_non_primary_vehicle,flag_distance_vs_gps,flag_distance_vs_speed_integral,flag_has_gps_teleport,flag_has_speed_jump,optional_high_speed_time_pct,optional_accel_mag_mean_g,optional_accel_mag_std_g,optional_gyro_mag_mean_dps
T00327,D22,V22,2026-08-01,36,20.38,23.0,32.4,2.0,6.492007295910776,30.4,0,1,0.2777777777777778,6.611428571428571,0,0,36,0.0,1,0,0,0,0,1,0,0,0.0,0.9982582180808739,0.03564390600046238,4.311716376350848
T00328,D22,V22,2026-08-06,13,6.7,24.3,32.2,18.9,3.892596523184454,13.300000000000004,0,0,0.0,5.208333333333334,0,0,13,0.0,1,0,0,0,1,0,0,0,0.0,1.014072038121274,0.05276024348199513,7.21645847638239
T00329,D22,V22,2026-08-04,35,18.3,25.8,36.7,0.4,11.172144231197924,36.300000000000004,0,3,0.8571428571428571,9.5,0,0,35,0.0,1,0,0,0,0,1,0,0,0.0,1.0096400791946634,0.037260161240527535,3.2073810404232437
T00330,D22,V22,2026-08-06,12,4.14,15.0,26.4,0.0,8.106282636438122,26.4,0,0,0.0,6.954545454545454,1,1,11,0.0,1,1,1,0,0,0,0,0,0.0,1.0104699954895429,0.038847789903626036,3.652486248974993
T00331,D23,V23,2026-08-02,45,22.43,25.8,69.8,0.0,16.64270246848586,69.8,7,8,3.3333333333333335,18.672727272727272,1,2,43,2.2222222222222223,1,0,0,0,0,1,0,1,26.666666666666668,1.0477489757131822,0.07991156690921555,5.250735104538546
T00332,D23,V23,2026-08-04,10,6.07,31.5,52.8,14.0,14.457604688652038,38.8,1,2,3.0,17.366666666666667,0,0,10,0.0,1,0,0,0,1,0,0,0,40.0,1.026414558789622,0.08927705630791208,3.3067423600235086
T00333,D23,V23,2026-08-03,28,12.93,34.7,55.8,1.2,15.231575738278016,54.599999999999994,2,1,1.0714285714285714,14.955555555555556,0,0,28,3.571428571428571,1,0,0,0,0,1,0,1,42.857142857142854,1.039589698960194,0.10008555948007833,3.445675928586515
T00334,D23,V23,2026-08-06,14,9.14,29.9,70.2,1.8,16.618796454749532,68.4,2,1,2.142857142857143,16.292307692307695,0,0,14,14.285714285714285,1,0,0,0,0,0,0,1,28.57142857142857,1.0512432842009554,0.07256233602032927,5.368861564984555
T00335,D23,V23,2026-08-06,40,7.55,21.2,69.8,0.0,17.18783838827729,69.8,7,7,3.5,20.392307692307693,4,4,36,5.0,1,0,0,0,0,1,0,1,15.0,1.0380931901611106,0.11838476401072488,5.204405981060225
T00336,D23,V23,2026-07-31,36,11.27,22.6,54.5,0.0,14.94566109994087,54.5,6,3,2.5,18.14857142857143,2,2,34,2.7777777777777777,1,0,0,0,0,0,0,1,22.22222222222222,1.0406376090349287,0.12920440061439775,3.2529136037145605
T00337,D23,V23,2026-08-01,36,15.19,26.6,59.8,2.1,14.719423243963082,57.699999999999996,4,4,2.2222222222222223,18.24,0,0,36,5.555555555555555,1,0,0,0,0,0,0,1,11.11111111111111,1.0315726681398512,0.09330669743008481,6.678856020532332
T00338,D23,V23,2026-08-05,44,27.07,24.7,62.8,3.3,14.881588295282022,59.5,5,4,2.0454545454545454,17.090697674418603,0,0,44,4.545454545454546,1,0,0,0,1,1,0,1,15.909090909090908,1.0332029220141352,0.08971178209727033,4.052532578612321
T00339,D23,V23,2026-08-06,44,19.97,20.4,58.4,0.0,14.901037004366403,58.4,5,5,2.2727272727272725,16.460465116279067,4,4,40,2.272727272727273,1,0,0,0,0,1,0,1,15.909090909090908,1.042100879495609,0.09468728285685829,4.702600949931309
T00340,D23,V23,2026-08-01,40,12.15,20.3,59.8,0.0,14.309830761062704,59.8,5,6,2.75,18.0,1,1,39,0.0,0,0,0,0,0,0,0,0,12.5,1.0314404517513553,0.1206865806954487,7.313164960595083
T00341,D23,V23,2026-07-31,27,12.13,21.0,44.7,0.0,12.855807826495964,44.7,0,1,0.37037037037037035,10.526923076923076,1,1,26,0.0,0,0,0,0,0,0,0,0,7.4074074074074066,1.0434641133554794,0.1194019378402382,7.189357258593757
T00342,D23,V23,2026-08-04,23,12.35,29.3,50.2,0.0,15.415595768097173,50.2,2,2,1.7391304347826089,15.6,1,1,22,0.0,0,0,0,0,0,0,0,0,30.434782608695656,1.0414482959989717,0.16190068160607732,5.408240569237911
T00343,D23,V23,2026-08-04,25,11.03,20.8,56.8,0.0,15.26064328045621,56.8,3,5,3.2,19.2625,2,2,23,4.0,1,0,0,0,0,0,0,1,16.0,1.0243046318802833,0.07696766845969828,6.678979142490716
T00344,D23,V23,2026-07-31,10,6.11,18.0,39.6,2.7,12.696548087308352,36.9,1,0,1.0,12.8,0,0,10,0.0,1,0,0,0,0,1,0,0,10.0,1.0081837612395392,0.040439303940811334,5.358951089515382
T00345,D23,V23,2026-08-04,35,12.4,24.0,60.7,0.0,13.464815650583624,60.7,3,1,1.1428571428571428,11.744117647058824,1,1,34,0.0,0,0,0,0,0,0,0,0,11.428571428571429,1.0262422977063477,0.09296680684426864,8.388631760150108
T00346,D24,V24,2026-08-04,22,15.36,19.5,62.5,1.7,14.454427563569448,60.8,2,2,1.8181818181818181,15.928571428571429,0,0,22,0.0,1,1,1,0,0,1,0,0,4.545454545454546,1.0191867168337119,0.0884303861409588,4.777801978870823
T00347,D24,V24,2026-08-04,38,15.03,26.5,67.0,0.0,16.33378193904989,67.0,5,5,2.6315789473684212,19.72972972972973,1,1,37,2.631578947368421,1,0,0,0,0,0,0,1,21.052631578947366,1.0141955633410022,0.07290694798355182,5.7858590841280195
T00348,D24,V24,2026-08-01,22,14.27,22.8,47.1,0.0,14.662323983214414,47.1,2,3,2.2727272727272725,18.961904761904762,2,2,20,0.0,1,0,0,0,0,1,0,0,18.181818181818183,1.0164869352701913,0.07648897503820673,5.168498974646439
T00349,D24,V24,2026-08-04,29,16.9,28.9,56.2,0.0,16.397744047649258,56.2,4,3,2.413793103448276,16.92142857142857,2,2,27,0.0,0,0,0,0,0,0,0,0,27.586206896551722,1.0342565720881967,0.12423335612565414,4.696566877812874
T00350,D24,V24,2026-08-06,42,21.2,27.6,68.5,0.0,16.5808624624897,68.5,4,4,1.9047619047619047,15.797560975609757,1,1,41,2.380952380952381,1,0,0,0,0,0,0,1,23.809523809523807,1.0398872622316986,0.1147916710698153,5.745693646097789
T00351,D24,V24,2026-07-31,45,32.19,24.7,54.2,1.5,15.846149517957178,52.7,8,5,2.888888888888889,19.552272727272726,0,0,45,0.0,1,0,0,0,1,1,0,0,24.444444444444443,1.0511915855570355,0.11544265306299879,4.334388796304191
T00352,D24,V24,2026-08-02,23,9.59,29.1,56.1,2.1,14.400109793169495,54.0,4,4,3.4782608695652177,17.836363636363636,0,0,23,0.0,0,0,0,0,0,0,0,0,34.78260869565217,1.058903774393866,0.09496657814289612,4.726974204770226
T00353,D24,V24,2026-08-01,12,7.4,28.4,41.2,15.2,7.397706442273891,26.000000000000004,0,0,0.0,5.781818181818182,0,0,12,0.0,1,1,1,0,0,0,0,0,16.666666666666664,1.0175755067210241,0.03769139937754216,6.2265794829491545
T00354,D24,V23,2026-08-01,44,13.82,25.0,45.2,0.8,10.047289874719375,44.400000000000006,1,2,0.6818181818181818,12.78372093023256,0,0,44,0.0,1,0,0,1,0,1,0,0,6.8181818181818175,1.0667853736593078,0.1507131518503852,7.562576505248867
T00355,D24,V24,2026-07-31,42,7.91,22.1,49.4,0.0,14.543881495884042,49.4,4,10,3.333333333333333,18.74878048780488,3,3,39,0.0,1,0,0,0,0,1,0,0,19.047619047619047,1.0170219546636934,0.07519088501220869,4.5989784547127
T00356,D24,V24,2026-08-04,40,20.1,28.7,57.7,0.0,16.3482452206612,57.7,6,4,2.5,18.164102564102564,2,2,38,0.0,1,1,1,0,0,0,0,0,30.0,1.0548385678212227,0.14852970293244966,5.508924057695438
T00357,D24,V24,2026-08-02,30,10.5,35.7,69.3,1.9,16.83868049817266,67.39999999999999,6,4,3.3333333333333335,21.137931034482758,0,0,30,3.3333333333333335,1,0,0,0,0,1,0,1,56.666666666666664,1.015890755980871,0.05737239435250192,4.857271384133712
T00358,D24,V24,2026-08-05,26,12.02,25.5,50.8,0.8,14.404136692150413,50.0,2,2,1.5384615384615383,14.155999999999999,0,0,26,0.0,0,0,0,0,0,0,0,0,19.230769230769234,1.0320145815682493,0.06303982525143474,5.383824343402441
T00359,D24,V24,2026-08-01,29,13.09,29.6,57.4,2.4,14.436410590549032,55.0,4,4,2.7586206896551726,18.992857142857144,0,0,29,0.0,1,1,1,0,0,0,0,0,34.48275862068966,1.0206015351252031,0.09244026806968854,4.764015229922811
T00360,D24,V24,2026-08-04,16,4.84,25.5,46.1,0.0,13.807576422626335,46.1,1,2,1.875,16.04,1,1,15,0.0,0,0,0,0,0,0,0,0,18.75,1.0202873442465314,0.048622877143551894,8.105068986556432
T00361,D25,V25,2026-08-01,25,11.0,24.9,37.2,2.7,9.430337569072842,34.5,0,2,0.8,8.975,0,0,25,0.0,0,0,0,0,0,0,0,0,0.0,1.0042572506976697,0.04565055701054185,5.579581036579083
T00362,D25,V25,2026-08-04,11,5.74,30.3,46.1,16.8,8.540151158977329,29.3,1,0,0.9090909090909091,11.22,0,0,11,0.0,0,0,0,0,0,0,0,0,18.181818181818183,1.0374189819551005,0.05480731216879233,3.685287555286577
T00363,D25,V25,2026-07-31,23,13.81,17.3,39.1,0.9,9.514719198322403,38.2,0,1,0.4347826086956522,10.204545454545455,0,0,23,0.0,1,0,0,0,0,1,0,0,4.3478260869565215,1.0129383059361547,0.05531469163935102,3.1263254710124717
T00364,D25,V25,2026-08-04,26,18.51,19.6,39.9,0.0,9.911265540554577,39.9,0,1,0.3846153846153846,10.068,1,2,24,0.0,1,0,0,0,0,1,0,0,3.8461538461538463,1.0609639825211548,0.11396650781946847,5.436793651001685
T00365,D25,V25,2026-08-01,42,24.82,29.8,51.1,0.0,12.752890405903841,51.1,4,4,1.9047619047619047,13.600000000000001,1,1,41,0.0,1,0,0,0,0,1,0,0,23.809523809523807,1.0393352472624646,0.10738854000613166,4.913694186320077
T00366,D25,V25,2026-08-06,32,9.26,30.7,49.0,3.0,12.773056319531968,46.0,3,3,1.875,12.54516129032258,0,0,32,0.0,1,0,0,0,0,1,0,0,40.625,1.031817874100521,0.10995526802703344,5.828458766327685
T00367,D25,V25,2026-08-04,36,17.45,26.6,45.1,0.0,9.292654122204306,45.1,3,0,0.8333333333333333,9.357142857142858,1,1,35,0.0,0,0,0,0,0,0,0,0,11.11111111111111,1.025525479571059,0.05497731142929549,4.797059530735774
T00368,D25,V25,2026-07-31,43,23.73,23.0,42.7,0.4,9.725955387256612,42.300000000000004,0,1,0.23255813953488372,8.904761904761905,0,0,43,0.0,1,0,0,0,0,1,0,0,6.976744186046512,1.0217458873943146,0.054683654842364024,6.787799202481495
T00369,D25,V25,2026-08-06,32,18.87,16.1,33.1,0.4,8.50449596465912,32.7,0,0,0.0,9.480645161290322,0,0,32,0.0,1,0,0,0,0,1,0,0,0.0,1.0292116743045023,0.07927952654604864,2.8067415215513742
T00370,D25,V25,2026-08-03,13,7.51,20.2,33.4,9.0,8.040004145935912,24.4,0,0,0.0,11.875,0,0,13,0.0,1,0,0,0,1,1,0,0,0.0,1.0856065205549519,0.18814672308055705,6.2505723808045035
T00371,D25,V25,2026-07-31,18,9.05,27.4,44.1,3.3,9.075293257653898,40.800000000000004,0,0,0.0,9.411764705882353,0,0,18,0.0,0,0,0,0,0,0,0,0,11.11111111111111,1.0664765118260775,0.2379602407495693,10.036501801340153
T00372,D25,V25,2026-08-03,45,13.56,27.2,46.1,0.5,9.695543076875868,45.6,3,0,0.6666666666666666,11.181818181818182,0,0,45,0.0,1,0,0,0,0,1,0,0,11.11111111111111,1.0206846038533097,0.05969358796777939,4.606022760064135
T00373,D25,V25,2026-08-03,21,10.0,16.0,38.2,0.5,9.854827195218547,37.7,0,1,0.47619047619047616,11.925,0,0,21,0.0,1,0,0,0,0,1,0,0,4.761904761904762,1.0157541102063714,0.1199463087335577,5.648196009875689
T00374,D25,V25,2026-08-04,41,12.55,24.4,43.0,0.0,10.772583199051553,43.0,2,3,1.2195121951219514,11.095,1,1,40,0.0,1,0,0,0,0,1,0,0,9.75609756097561,1.015018820480361,0.08187208878746785,4.77721982965663
T00375,D25,V25,2026-08-01,31,10.74,14.4,31.8,0.3,7.881871127664946,31.5,0,1,0.3225806451612903,8.456666666666667,0,0,31,0.0,1,0,0,0,0,1,0,0,0.0,1.0402629749103458,0.13615680102379457,4.429075176893931
T00376,D26,V26,2026-08-02,19,11.35,31.1,42.3,0.7,10.843832968572151,41.599999999999994,2,2,2.1052631578947367,12.333333333333334,0,0,19,0.0,0,0,0,0,0,0,0,0,31.57894736842105,1.0038991070196814,0.05289931504315795,2.921826480788177
T00377,D26,V26,2026-08-04,38,15.33,18.4,25.6,0.8,6.478068921824103,24.8,0,0,0.0,6.756756756756757,0,0,38,0.0,1,0,0,0,0,1,0,0,0.0,1.0212755123874848,0.048975850726395334,5.4890164826887435
T00378,D26,V21,2026-08-01,29,20.4,31.1,41.0,2.5,9.868981610559251,38.5,3,3,2.0689655172413794,10.55,0,0,29,0.0,1,0,0,1,0,1,0,0,20.689655172413794,0.9944122315892389,0.0281006458400515,4.27725818456089
T00379,D26,V26,2026-08-06,17,9.24,30.0,39.5,3.7,7.7825974795958555,35.8,1,1,1.1764705882352942,7.69375,0,0,17,0.0,0,0,0,0,0,0,0,0,5.88235294117647,1.0237563677042252,0.08488937394701965,5.263820215122077
T00380,D26,V26,2026-07-31,34,19.69,33.9,43.3,2.4,7.220455814883716,40.9,1,1,0.5882352941176471,7.396969696969697,0,0,34,0.0,0,0,0,0,0,0,0,0,38.23529411764706,1.0037922059438196,0.0447606590450854,4.457176113203195
T00381,D26,V03,2026-08-02,26,13.07,19.4,30.1,1.4,7.161452366664182,28.700000000000003,0,1,0.3846153846153846,5.76,0,0,26,0.0,1,0,0,1,0,1,0,0,0.0,1.0052655318565549,0.04879199606087156,3.092408728296149
T00382,D26,V26,2026-08-06,26,10.95,24.9,39.1,0.9,12.512929928063027,38.2,6,5,4.230769230769231,15.976,0,0,26,0.0,0,0,0,0,0,0,0,0,7.6923076923076925,1.0510221806782731,0.16161148087675864,4.44644263815801
T00383,D26,V26,2026-08-05,45,16.44,18.1,28.7,2.2,5.634491543120368,26.5,0,0,0.0,6.306818181818182,0,0,45,0.0,0,0,0,0,0,0,0,0,0.0,1.0378323099121909,0.1599805629248211,4.13575941790627
T00384,D26,V26,2026-08-04,10,4.47,21.4,24.0,16.5,2.6021572247314766,7.5,0,0,0.0,2.9888888888888885,0,0,10,0.0,0,0,0,0,0,0,0,0,0.0,1.0254114120711988,0.046424801730568725,2.2639558053109416
T00385,D26,V26,2026-08-02,30,18.3,20.8,34.1,2.8,7.267838933178189,31.3,0,0,0.0,8.272413793103448,0,0,30,0.0,1,0,0,0,0,1,0,0,0.0,1.0337226633244845,0.12442026388345716,3.2971624720932224
T00386,D26,V26,2026-07-31,42,21.24,18.9,31.1,0.6,7.146042495321989,30.5,1,0,0.23809523809523808,7.375609756097562,0,0,42,0.0,1,0,0,0,0,1,0,0,0.0,1.0099921567909265,0.06138769545297871,3.1734741776318125
T00387,D26,V26,2026-08-04,18,7.1,28.1,38.5,4.4,8.973220871596638,34.1,1,1,1.1111111111111112,9.458823529411765,0,0,18,0.0,0,0,0,0,0,0,0,0,5.555555555555555,1.0158899640250312,0.056945514659899235,4.815742460883161
T00388,D26,V26,2026-08-05,32,18.94,23.6,35.4,2.6,7.7930050313954515,32.8,1,1,0.625,7.83225806451613,0,0,32,0.0,1,0,0,0,0,1,0,0,0.0,1.0048189293348482,0.04788676698205951,3.50032227606884
T00389,D26,V26,2026-08-03,14,6.6,25.6,35.2,4.7,7.355438296082195,30.500000000000004,0,0,0.0,7.838461538461539,0,0,14,0.0,0,0,0,0,0,0,0,0,0.0,1.0104205379729587,0.04420294994864912,2.5748454908952403
T00390,D26,V26,2026-08-06,39,16.56,27.2,36.9,1.8,8.924061849406792,35.1,2,1,0.7692307692307693,8.75263157894737,0,0,39,0.0,0,0,0,0,0,0,0,0,0.0,0.9979847885064961,0.04972876814230292,4.033448504592197
T00391,D27,V27,2026-08-02,23,12.3,23.9,47.3,0.0,12.688695912211356,47.3,2,0,0.8695652173913044,15.0,1,1,22,0.0,1,0,0,0,0,1,0,0,17.391304347826086,1.0124100277999435,0.04267345301701524,5.129277512286935
T00392,D27,V27,2026-08-03,13,9.89,27.4,43.3,5.7,10.93294245705294,37.599999999999994,1,0,0.7692307692307692,11.241666666666665,0,0,13,0.0,1,0,0,0,0,1,0,0,15.384615384615385,1.0093521044052873,0.043237022449937525,2.995941157766219
T00393,D27,V27,2026-08-05,45,18.97,22.1,33.8,1.6,7.663716164795345,32.199999999999996,0,1,0.2222222222222222,9.431818181818182,0,0,45,0.0,0,0,0,0,0,0,0,0,0.0,1.0060141156312987,0.054695222031630034,3.000577694358535
T00394,D27,V27,2026-08-03,35,21.17,27.5,39.1,2.2,9.581409696109747,36.9,1,2,0.8571428571428571,11.397058823529411,0,0,35,0.0,1,0,0,0,0,1,0,0,11.428571428571429,1.032366349029333,0.0821374831527236,5.38668955252929
T00395,D27,V27,2026-08-03,18,9.8,20.5,42.3,2.9,10.213359506954637,39.4,0,0,0.0,11.829411764705881,0,0,18,0.0,1,0,0,0,0,1,0,0,5.555555555555555,1.009467578096337,0.0469065139723703,3.661045677538441
T00396,D27,V27,2026-08-01,19,7.9,17.6,32.0,2.1,10.395576544661024,29.9,0,1,0.5263157894736842,13.105555555555556,0,0,19,0.0,0,0,0,0,0,0,0,0,0.0,1.012400839164358,0.04649508715192433,7.230351537984023
T00397,D27,V27,2026-08-05,14,8.74,18.8,30.2,0.0,8.567893043729667,30.2,1,0,0.7142857142857143,11.630769230769232,1,1,13,0.0,1,0,0,0,0,1,0,0,0.0,1.0504717576513751,0.19151726358730936,6.25457470243083
T00398,D27,V27,2026-08-06,36,14.8,29.8,51.3,0.0,11.939741229814013,51.3,3,2,1.3888888888888888,14.285714285714286,1,1,35,2.7777777777777777,1,0,0,0,0,1,0,1,19.444444444444446,1.0077350114526589,0.03882424902422731,4.012235458352802
T00399,D27,V27,2026-07-31,11,6.0,24.8,45.7,15.8,9.241753080449618,29.900000000000002,1,0,0.9090909090909091,11.59,0,0,11,0.0,0,0,0,0,0,0,0,0,9.090909090909092,1.008478237607819,0.04489775828000683,3.0067221373052493
T00400,D27,V27,2026-07-31,15,7.65,24.5,37.0,0.4,9.140621006307635,36.6,1,0,0.6666666666666666,10.228571428571428,0,0,15,0.0,0,0,0,0,0,0,0,0,0.0,0.9997262010390852,0.030435933109425533,5.993846183764054
T00401,D27,V27,2026-08-06,30,12.18,21.7,42.7,0.7,9.41728906497689,42.0,0,1,0.3333333333333333,10.720689655172414,0,0,30,0.0,0,0,0,0,0,0,0,0,3.3333333333333335,1.009330109290783,0.03323838369637731,4.565803115896786
T00402,D27,V27,2026-08-01,29,12.4,21.0,40.1,2.1,10.57118492596342,38.0,2,2,1.3793103448275863,12.314285714285715,0,0,29,0.0,0,0,0,0,0,0,0,0,10.344827586206897,1.0248963857302429,0.056028231721498685,4.737283077970743
T00403,D27,V27,2026-07-31,33,11.2,22.5,40.0,0.3,9.933141077557828,39.7,2,1,0.9090909090909092,10.950000000000001,0,0,33,0.0,0,0,0,0,0,0,0,0,6.0606060606060606,1.033828949220215,0.10247426870461436,6.024253810622238
T00404,D27,V27,2026-08-05,29,8.97,19.6,35.0,1.7,7.761954073201075,33.3,0,0,0.0,8.753571428571428,0,0,29,0.0,0,0,0,0,0,0,0,0,0.0,1.0307381360039125,0.12023012972572532,6.716996197894594
T00405,D27,V27,2026-08-06,16,7.91,22.7,38.3,5.7,9.049125187921021,32.599999999999994,0,1,0.625,10.786666666666665,0,0,16,0.0,0,0,0,0,0,0,0,0,6.25,1.032210254966337,0.05999212874884575,3.403825832767504
T00406,D28,V28,2026-08-05,11,8.66,16.7,25.6,1.9,7.510937479315204,23.700000000000003,0,0,0.0,8.67,0,0,11,0.0,1,0,0,0,1,1,0,0,0.0,1.1149570515458949,0.24749212215521754,14.518872939306005
T00407,D28,V28,2026-08-01,18,8.96,17.1,25.1,1.3,6.820432585517929,23.8,0,0,0.0,8.994117647058824,0,0,18,0.0,1,1,1,0,0,1,0,0,0.0,1.0057368285353836,0.058074379841003464,3.105992536804528
T00408,D28,V28,2026-08-04,17,10.35,27.3,36.0,1.4,7.479471906491794,34.6,1,0,0.5882352941176471,6.6625000000000005,0,0,17,0.0,1,1,1,0,0,0,0,0,0.0,1.0083979055469214,0.03902186046459407,3.329626931235833
T00409,D28,V28,2026-08-04,31,12.2,23.2,34.8,0.0,5.855549706525545,34.8,0,1,0.3225806451612903,6.123333333333333,1,1,30,0.0,0,0,0,0,0,0,0,0,0.0,1.0050716869412035,0.04968635875303592,2.997199143816504
T00410,D28,V28,2026-08-05,27,11.1,25.1,32.7,0.2,7.249475862771066,32.5,1,1,0.7407407407407407,7.115384615384615,0,0,27,0.0,0,0,0,0,0,0,0,0,0.0,0.9992698545580112,0.03703296859322826,3.018470397396464
T00411,D28,V28,2026-07-31,33,24.8,17.3,25.7,0.0,5.055717959984426,25.7,1,0,0.30303030303030304,5.109375,1,1,32,0.0,1,0,0,0,1,1,0,0,0.0,1.0186489140307822,0.0787400525758985,4.9678545606673365
T00412,D28,V28,2026-08-06,22,13.24,16.7,26.2,0.0,6.478163453603322,26.2,0,0,0.0,7.7523809523809515,1,1,21,0.0,1,0,0,0,0,1,0,0,0.0,1.036733127324195,0.06808898225294396,3.130909308974841
T00413,D28,V28,2026-08-04,31,19.8,25.7,42.1,0.2,12.549939810505542,41.9,3,4,2.258064516129032,11.96,0,0,31,0.0,1,0,0,0,0,1,0,0,6.451612903225806,1.0140977906000264,0.058918249607540496,4.002062505123745
T00414,D28,V28,2026-08-02,24,11.09,18.0,27.7,0.0,7.640694823856292,27.7,0,0,0.0,5.708695652173914,1,1,23,0.0,1,0,0,0,0,1,0,0,0.0,1.0221136607028494,0.05319077662400622,5.072317889159305
T00415,D28,V28,2026-08-03,41,14.43,26.9,39.6,4.4,6.366034106404272,35.2,0,0,0.0,6.3925,0,0,41,0.0,1,0,0,0,0,1,0,0,4.878048780487805,1.0139516289758679,0.08761633095270134,4.467424281592432
T00416,D28,V28,2026-08-03,39,19.51,19.6,27.1,3.9,4.723560552326812,23.200000000000003,0,0,0.0,5.444736842105263,0,0,39,0.0,1,0,0,0,0,1,0,0,0.0,1.0310283013478347,0.08279318414804651,3.90045528122546
T00417,D28,V28,2026-08-04,27,15.05,20.7,28.2,3.2,4.645510653390995,25.0,0,0,0.0,4.153846153846154,0,0,27,0.0,1,0,0,0,0,1,0,0,0.0,1.0030058124929047,0.051426266428103384,4.101585834407651
T00418,D28,V28,2026-08-01,26,16.94,31.9,40.6,3.0,7.330393000273693,37.6,0,1,0.3846153846153846,6.371999999999999,0,0,26,0.0,1,1,1,0,0,1,0,0,19.230769230769234,1.0101918562114796,0.04571947276342666,3.449249927187911
T00419,D28,V28,2026-08-02,21,10.49,21.0,28.1,15.6,3.8253726864811735,12.500000000000002,0,0,0.0,4.925,0,0,21,0.0,1,0,0,0,0,1,0,0,0.0,0.9994220382127379,0.048696190933493665,3.2995191762250005
T00420,D28,V28,2026-08-04,32,15.13,22.1,31.8,5.4,5.327007231869231,26.4,0,0,0.0,6.516129032258065,0,0,32,0.0,1,1,1,0,0,1,0,0,0.0,0.9923458599814965,0.04830521700359333,3.3267056553587646
T00421,D29,V29,2026-08-03,33,21.52,26.1,47.0,4.4,6.786058290437249,42.6,1,0,0.30303030303030304,7.115625,0,0,33,0.0,1,0,0,0,0,1,0,0,3.0303030303030303,1.0137053551477668,0.10484183730392772,3.7687608296746262
T00422,D29,V29,2026-07-31,22,16.01,28.7,42.0,5.4,8.584240064745249,36.6,1,0,0.45454545454545453,7.566666666666667,0,0,22,0.0,1,0,0,0,0,1,0,0,9.090909090909092,0.996735474355986,0.026966179459646158,3.385892181329084
T00423,D29,V29,2026-08-06,43,19.83,31.5,40.8,22.3,4.3224708388633335,18.499999999999996,0,0,0.0,4.052380952380953,0,0,43,0.0,1,1,0,0,0,0,0,0,6.976744186046512,1.0002219736007127,0.0355360821428595,3.164563201995075
T00424,D29,V09,2026-08-06,27,16.85,27.2,38.7,2.0,9.405400945816556,36.7,2,2,1.4814814814814814,9.257692307692308,0,0,27,0.0,1,0,0,1,0,1,0,0,7.4074074074074066,0.9987668902534802,0.036637974835699694,3.8633695176632936
T00425,D29,V29,2026-07-31,45,23.09,32.2,42.8,3.2,5.977493985227785,39.599999999999994,1,1,0.4444444444444444,5.6477272727272725,0,0,45,0.0,0,0,0,0,0,0,0,0,11.11111111111111,1.0051742745644223,0.035520960177478425,3.9738702478278203
T00426,D29,V29,2026-08-03,34,21.91,31.0,44.6,1.9,9.600985911940683,42.7,2,2,1.1764705882352942,9.409090909090908,0,0,34,0.0,1,0,0,0,0,1,0,0,17.647058823529413,1.0176139307355725,0.035784367282004334,3.3453037002112644
T00427,D29,V19,2026-08-05,36,18.57,25.2,34.4,1.8,8.692859229695465,32.6,2,1,0.8333333333333333,7.214285714285714,0,0,36,0.0,1,0,0,1,0,1,0,0,0.0,1.0206280402625736,0.11370130335627177,2.762564575737445
T00428,D29,V28,2026-08-04,25,10.07,29.3,44.9,1.6,12.019937603831394,43.3,2,3,2.0,11.179166666666667,0,0,25,0.0,1,0,0,1,0,0,0,0,12.0,1.016873612127465,0.04621436644010193,3.498232570207236
T00429,D29,V29,2026-08-04,13,5.45,27.5,34.6,3.9,7.896713045506778,30.700000000000003,1,0,0.7692307692307692,7.150000000000001,0,0,13,0.0,1,0,0,0,1,0,0,0,0.0,1.022433099149549,0.05577129707178313,6.219260418724692
T00430,D29,V14,2026-08-03,20,8.65,26.4,36.4,4.9,9.202602606700026,31.5,1,1,1.0,9.573684210526316,0,0,20,0.0,1,0,0,1,0,0,0,0,0.0,1.018941269818767,0.03234417966218584,4.6129270252588075
T00431,D29,V23,2026-08-05,22,17.16,31.7,40.0,3.9,7.472784676578795,36.1,1,1,0.9090909090909091,6.757142857142859,0,0,22,0.0,1,0,0,1,0,1,0,0,18.181818181818183,1.0036736054886346,0.03953868521538475,4.699359578982037
T00432,D29,V10,2026-08-05,16,11.87,18.4,28.4,0.5,6.287815598441162,27.9,0,0,0.0,6.406666666666666,0,0,16,0.0,1,0,0,1,0,1,0,0,0.0,0.994402376516058,0.04932586695805594,3.302953283297457
T00433,D29,V29,2026-08-03,39,14.96,19.3,30.3,1.2,7.122813133627204,29.1,0,0,0.0,7.821052631578947,0,0,39,0.0,0,0,0,0,0,0,0,0,0.0,1.0196657007608725,0.061445630434708694,4.007214911978206
T00434,D29,V29,2026-08-01,26,11.06,23.6,29.3,3.6,6.20145516422123,25.7,0,0,0.0,5.9239999999999995,0,0,26,0.0,0,0,0,0,0,0,0,0,0.0,1.0007452099455298,0.04294212106918589,3.2064590158642443
T00435,D29,V02,2026-08-06,41,16.92,17.9,24.3,0.5,5.073310123554058,23.8,0,0,0.0,5.19,0,0,41,0.0,1,1,0,1,0,1,0,0,0.0,1.0475778769107984,0.19297359042687806,3.8262112852131462
